USAF,WBAN,YRMODAHRMN,YR,MO,DA,HRMN,DIR,SPD,GUS,CLG,SKC,L,M,H,VSB,WW,WW,WW,W,TEMP,DEWP,SLP,ALT,STP,MAX,MIN,PCP01,PCP06,PCP24,PCPXX,SD
654720,99999,200807250400,2008,7,25,400,***,0,***,10,BKN,*,*,*,7,**,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807250300,2008,7,25,300,***,0,***,10,BKN,*,*,*,7,**,**,**,*,77,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807250100,2008,7,25,100,280,2,***,10,BKN,*,*,*,7,**,**,**,*,77,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807242300,2008,7,24,2300,210,6,***,10,BKN,*,*,*,7,**,**,**,*,79,73,******,30,******,***,***,*****,*****,*****,*****,**
654720,99999,200807242200,2008,7,24,2200,240,26,***,722,SCT,*,*,*,7,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200807242100,2008,7,24,2100,240,3,***,722,SCT,*,*,*,7,**,**,**,*,79,73,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807242000,2008,7,24,2000,***,0,***,98,BKN,*,*,*,7,**,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807241900,2008,7,24,1900,240,10,***,722,SCT,*,*,*,7,**,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807241800,2008,7,24,1800,210,14,***,722,SCT,5,0,2,9.4,**,**,**,*,81,73,1013.4,29.91,******,85,***,*****,*****,*****,*****,**
654720,99999,200807241700,2008,7,24,1700,210,16,***,722,SCT,*,*,*,7,**,**,**,*,82,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807241600,2008,7,24,1600,210,17,***,722,SCT,*,*,*,7,**,**,**,*,82,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807241500,2008,7,24,1500,200,21,***,722,SCT,8,0,0,9.4,**,**,**,*,84,73,1013,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807241400,2008,7,24,1400,200,17,***,722,SCT,*,*,*,7,**,**,**,*,84,72,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807241300,2008,7,24,1300,210,16,***,722,SCT,*,*,*,7,**,**,**,*,86,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807241200,2008,7,24,1200,210,16,***,98,BKN,2,3,2,9.4,**,**,**,*,85,72,1015.1,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807241100,2008,7,24,1100,260,11,***,15,BKN,*,*,*,7,**,**,**,*,84,73,******,30,******,***,***,*****,*****,*****,*****,**
654720,99999,200807241000,2008,7,24,1000,250,10,***,98,BKN,*,*,*,7,**,**,**,*,82,73,******,30,******,***,***,*****,*****,*****,*****,**
654720,99999,200807240900,2008,7,24,900,270,11,***,98,BKN,2,3,*,9.4,**,**,**,*,81,72,1015.8,30,******,***,***,*****,*****,*****,*****,**
654720,99999,200807240800,2008,7,24,800,***,0,***,98,BKN,*,*,*,7,**,**,**,*,79,72,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807240700,2008,7,24,700,280,5,***,722,SCT,*,*,*,7,**,**,**,*,73,72,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807240600,2008,7,24,600,300,2,***,108,BKN,1,3,*,7.5,**,**,**,*,73,70,1014.6,29.94,******,***,73,*****,*****,0,*****,**
654720,99999,200807240500,2008,7,24,500,270,2,***,722,***,*,*,*,6.2,**,**,**,*,73,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807240400,2008,7,24,400,280,6,***,722,***,*,*,*,6.2,**,**,**,*,75,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807240300,2008,7,24,300,330,2,***,722,***,*,*,*,6.2,**,**,**,*,75,72,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807240200,2008,7,24,200,260,6,***,108,BKN,*,*,*,7,**,**,**,*,75,72,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807240100,2008,7,24,100,270,5,***,10,BKN,*,*,*,7,**,**,**,*,81,72,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807240000,2008,7,24,0,240,8,***,108,***,5,3,2,7.5,**,**,**,*,76,72,1014,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807232300,2008,7,23,2300,250,9,***,108,BKN,*,*,*,7,**,**,**,*,77,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807232200,2008,7,23,2200,240,11,***,722,***,*,*,*,6.2,**,**,**,*,77,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807232100,2008,7,23,2100,230,10,***,722,SCT,5,3,1,7.5,**,**,**,*,77,72,1013.9,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807232000,2008,7,23,2000,210,14,***,722,SCT,*,*,*,7,**,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807231900,2008,7,23,1900,180,11,***,98,BKN,*,*,*,7,**,**,**,*,77,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807231800,2008,7,23,1800,190,11,***,98,BKN,*,*,*,7,**,**,**,*,79,72,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807231700,2008,7,23,1700,210,11,***,98,BKN,*,*,*,7,**,**,**,*,81,72,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807231600,2008,7,23,1600,180,14,***,98,BKN,*,*,*,7,**,**,**,*,82,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807231500,2008,7,23,1500,210,11,***,98,***,2,3,6,7.5,**,**,**,*,82,73,1011.7,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200807231400,2008,7,23,1400,180,11,***,98,BKN,*,*,*,7,**,**,**,*,82,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807231300,2008,7,23,1300,220,9,***,98,BKN,*,*,*,7,**,**,**,*,84,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807231200,2008,7,23,1200,210,14,***,98,BKN,2,3,*,6.2,2,**,**,6,82,72,1014.8,29.97,******,***,***,*****,0,T*****,*****,**
654720,99999,200807231100,2008,7,23,1100,240,9,***,98,BKN,*,*,*,7,**,**,**,*,81,73,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807231000,2008,7,23,1000,250,5,***,15,BKN,*,*,*,7,**,**,**,*,79,73,******,30,******,***,***,*****,*****,*****,*****,**
654720,99999,200807230900,2008,7,23,900,240,11,***,14,BKN,8,7,*,5,10,**,**,6,77,73,1015.4,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807230800,2008,7,23,800,260,7,***,98,BKN,*,*,*,3.1,10,**,**,*,75,72,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807230600,2008,7,23,600,270,6,***,148,BKN,5,7,*,3.1,61,**,**,6,74,72,1013.7,*****,******,***,71,*****,*****,1.73,*****,**
654720,99999,200807230000,2008,7,23,0,***,***,***,10,BKN,*,*,*,7,**,**,**,*,75,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807222200,2008,7,22,2200,270,2,***,722,***,*,*,*,6.2,**,**,**,*,75,72,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807222100,2008,7,22,2100,***,0,***,98,BKN,0,3,6,6.2,**,**,**,*,75,72,1015.1,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807222000,2008,7,22,2000,***,***,***,722,***,*,*,*,6.2,**,**,**,*,75,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807221900,2008,7,22,1900,230,3,***,722,***,*,*,*,6.2,**,**,**,*,75,72,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807221800,2008,7,22,1800,260,2,***,98,BKN,5,3,*,6.2,21,**,**,9,74,72,1012.5,29.88,******,80,***,*****,*****,*****,1.69,**
654720,99999,200807221700,2008,7,22,1700,250,11,***,9,BKN,*,*,*,3.1,**,**,**,*,73,72,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807221600,2008,7,22,1600,210,11,***,9,BKN,*,*,*,5,**,**,**,*,75,72,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807221500,2008,7,22,1500,210,3,***,98,BKN,9,7,*,3.1,95,81,**,9,73,72,1012.8,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807221400,2008,7,22,1400,***,***,***,722,***,*,*,*,0,**,**,**,*,73,72,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807221200,2008,7,22,1200,10,11,***,722,BKN,9,7,*,1.2,95,17,**,9,73,71,1013.9,29.94,******,***,***,*****,0.98,*****,*****,**
654720,99999,200807221100,2008,7,22,1100,250,11,***,10,BKN,*,*,*,1.2,63,**,**,*,77,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807221000,2008,7,22,1000,290,7,***,10,BKN,*,*,*,7,**,**,**,*,79,73,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807220900,2008,7,22,900,260,11,***,10,BKN,5,7,*,5,**,**,**,*,79,73,1014.6,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807220800,2008,7,22,800,250,6,***,10,BKN,*,*,*,5,**,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807220700,2008,7,22,700,270,11,***,10,BKN,*,*,*,5,**,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807220630,2008,7,22,630,270,3,***,9,BKN,*,*,*,5,**,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807220600,2008,7,22,600,260,2,***,9,BKN,5,3,*,6.2,**,**,**,*,78,74,1013.3,29.91,******,***,77,*****,*****,*****,*****,**
654720,99999,200807220500,2008,7,22,500,260,10,***,9,BKN,*,*,*,7,**,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807220400,2008,7,22,400,240,9,***,9,BKN,*,*,*,7,**,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807220300,2008,7,22,300,250,9,***,9,BKN,5,*,*,11.2,**,**,**,*,78,74,1013.3,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807220200,2008,7,22,200,240,11,***,9,BKN,*,*,*,7,**,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807220100,2008,7,22,100,230,11,***,9,BKN,*,*,*,7,**,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807220000,2008,7,22,0,210,10,***,9,***,5,3,0,11.2,**,**,**,*,79,74,1014.2,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807212300,2008,7,21,2300,240,11,***,9,BKN,*,*,*,7,**,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807212200,2008,7,21,2200,240,11,***,9,BKN,*,*,*,7,**,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807212100,2008,7,21,2100,240,11,***,10,***,5,3,0,12.5,**,**,**,*,79,74,1013.1,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807212000,2008,7,21,2000,230,11,***,98,BKN,*,*,*,7,**,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807211900,2008,7,21,1900,240,11,***,722,***,*,*,*,6.2,**,**,**,*,81,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807211800,2008,7,21,1800,220,11,***,98,BKN,0,3,0,12.5,**,**,**,*,81,72,1011.9,29.88,******,88,***,*****,*****,*****,*****,**
654720,99999,200807211700,2008,7,21,1700,240,14,***,722,SCT,*,*,*,7,**,**,**,*,82,72,******,29.85,******,***,***,*****,*****,*****,*****,**
654720,99999,200807211600,2008,7,21,1600,***,***,***,722,SCT,*,*,*,7,**,**,**,*,86,72,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807211500,2008,7,21,1500,200,16,***,98,BKN,2,3,0,12.5,**,**,**,*,86,71,1012.2,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807211400,2008,7,21,1400,***,***,***,722,***,*,*,*,****,**,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200807211300,2008,7,21,1300,190,14,***,16,BKN,*,*,*,7,**,**,**,*,86,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807211200,2008,7,21,1200,270,11,***,98,***,2,3,0,9.4,**,**,**,*,88,70,1014.3,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807211100,2008,7,21,1100,260,13,***,722,SCT,*,*,*,7,**,**,**,*,86,72,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807211000,2008,7,21,1000,***,***,***,15,BKN,*,*,*,3.8,**,**,**,*,84,72,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807210900,2008,7,21,900,260,9,***,722,BKN,8,0,1,2.5,10,**,**,2,81,72,1016,30,******,***,***,*****,*****,*****,*****,**
654720,99999,200807210800,2008,7,21,800,270,3,***,722,SCT,*,*,*,2.5,10,**,**,*,79,73,******,30,******,***,***,*****,*****,*****,*****,**
654720,99999,200807210700,2008,7,21,700,280,2,***,722,SCT,*,*,*,3.1,10,**,**,*,77,73,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807210600,2008,7,21,600,270,5,***,246,BKN,5,3,2,3.1,10,**,**,2,75,73,1014.9,29.97,******,***,74,*****,*****,0,*****,**
654720,99999,200807210540,2008,7,21,540,***,0,***,722,SCT,*,*,*,3.1,10,**,**,*,****,****,******,*****,******,***,***,*****,*****,*****,*****,**
654720,99999,200807210500,2008,7,21,500,270,2,***,10,BKN,*,*,*,7,**,**,**,*,75,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807210400,2008,7,21,400,260,2,***,10,BKN,*,*,*,7,**,**,**,*,77,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807210300,2008,7,21,300,***,0,***,10,BKN,5,*,*,9.4,**,**,**,*,76,74,1014.4,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807210200,2008,7,21,200,***,0,***,10,BKN,*,*,*,7,**,**,**,*,77,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807210100,2008,7,21,100,270,2,***,10,BKN,*,*,*,7,**,**,**,*,77,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807210000,2008,7,21,0,250,3,***,10,***,5,3,0,9.4,**,**,**,*,78,74,1015.2,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807202300,2008,7,20,2300,220,5,***,722,***,*,*,*,6.2,**,**,**,*,79,73,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807202200,2008,7,20,2200,240,7,***,722,SCT,*,*,*,7,**,**,**,*,79,73,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807202100,2008,7,20,2100,220,9,***,722,SCT,5,3,0,9.4,**,**,**,*,78,74,1014.4,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807202000,2008,7,20,2000,210,11,***,98,BKN,*,*,*,7,**,**,**,*,79,75,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807201900,2008,7,20,1900,240,11,***,98,BKN,*,*,*,7,**,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807201800,2008,7,20,1800,210,11,***,9,BKN,5,3,*,7.5,3,**,**,6,80,74,1012.9,29.91,******,84,***,*****,*****,*****,0,**
654720,99999,200807201700,2008,7,20,1700,210,13,***,98,BKN,*,*,*,7,**,**,**,*,81,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807201600,2008,7,20,1600,200,16,***,10,BKN,*,*,*,7,**,**,**,*,81,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807201500,2008,7,20,1500,210,17,***,15,BKN,8,3,*,7.5,**,**,**,*,82,72,1012.8,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807201400,2008,7,20,1400,220,17,***,15,BKN,*,*,*,7,**,**,**,*,84,72,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807201300,2008,7,20,1300,210,18,***,15,BKN,*,*,*,7,**,**,**,*,84,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807201200,2008,7,20,1200,210,17,***,15,BKN,8,3,*,6.2,**,**,**,*,82,73,1014.6,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807201100,2008,7,20,1100,190,13,***,15,BKN,*,*,*,7,**,**,**,*,84,73,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807201030,2008,7,20,1030,***,***,***,15,BKN,*,*,*,7,**,**,**,*,82,72,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807201000,2008,7,20,1000,230,14,***,10,BKN,*,*,*,7,**,**,**,*,81,73,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807200900,2008,7,20,900,240,11,***,15,BKN,8,3,*,7.5,**,**,**,*,80,73,1015.1,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807200800,2008,7,20,800,220,10,***,15,BKN,*,*,*,3.1,10,**,**,*,79,73,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807200700,2008,7,20,700,230,10,***,15,BKN,*,*,*,1.9,10,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807200600,2008,7,20,600,240,10,***,98,BKN,5,3,0,3.8,10,**,**,2,77,74,1013.8,29.91,******,***,76,*****,*****,*****,*****,**
654720,99999,200807200500,2008,7,20,500,240,6,***,98,BKN,*,*,*,7,**,**,**,*,77,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807200400,2008,7,20,400,240,11,***,98,BKN,*,*,*,7,**,**,**,*,77,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807200300,2008,7,20,300,240,11,***,98,BKN,*,*,*,7,**,**,**,*,77,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807200100,2008,7,20,100,240,11,***,98,BKN,*,*,*,7,**,**,**,*,77,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807200000,2008,7,20,0,210,11,***,10,BKN,*,*,*,7,**,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807192300,2008,7,19,2300,240,13,***,246,BKN,*,*,*,7,**,**,**,*,79,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807192200,2008,7,19,2200,230,11,***,722,***,*,*,*,6.2,**,**,**,*,79,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807192100,2008,7,19,2100,250,11,***,98,BKN,5,3,0,9.4,**,**,**,*,78,72,1014,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807192000,2008,7,19,2000,230,11,***,98,BKN,*,*,*,7,**,**,**,*,79,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807191900,2008,7,19,1900,220,11,***,98,BKN,*,*,*,7,**,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807191800,2008,7,19,1800,210,16,***,98,BKN,5,3,*,9.4,**,**,**,*,80,74,1012.2,29.88,******,85,***,*****,*****,*****,*****,**
654720,99999,200807191700,2008,7,19,1700,210,16,***,98,BKN,*,*,*,7,**,**,**,*,81,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807191600,2008,7,19,1600,190,17,***,98,BKN,*,*,*,7,**,**,**,*,81,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807191500,2008,7,19,1500,190,18,***,10,BKN,5,3,*,11.2,**,**,**,*,81,74,1012.4,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807191400,2008,7,19,1400,190,18,***,10,BKN,*,*,*,7,**,**,**,*,82,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807191300,2008,7,19,1300,210,19,***,98,BKN,*,*,*,7,**,**,**,*,84,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807191200,2008,7,19,1200,210,18,***,16,BKN,*,*,*,7,**,**,**,*,86,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807191000,2008,7,19,1000,240,17,***,14,BKN,*,*,*,7,**,**,**,*,81,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807190900,2008,7,19,900,240,16,***,14,BKN,8,3,*,7.5,**,**,**,*,82,73,1013.9,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807190800,2008,7,19,800,210,14,***,14,BKN,*,*,*,7,**,**,**,*,81,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807190700,2008,7,19,700,260,6,***,98,BKN,*,*,*,7,**,**,**,*,77,72,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807190600,2008,7,19,600,270,7,***,98,BKN,5,3,6,7.5,**,**,**,*,76,72,1013.3,29.91,******,***,75,*****,*****,*****,*****,**
654720,99999,200807190500,2008,7,19,500,280,9,***,246,BKN,*,*,*,7,**,**,**,*,77,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807190400,2008,7,19,400,270,6,***,246,BKN,*,*,*,7,**,**,**,*,77,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807190300,2008,7,19,300,270,7,***,246,BKN,*,*,*,7,**,**,**,*,77,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807182300,2008,7,18,2300,220,9,***,246,BKN,*,*,*,7,**,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807182200,2008,7,18,2200,230,11,***,246,BKN,*,*,*,7,**,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807182100,2008,7,18,2100,240,10,***,246,***,5,0,6,7.5,**,**,**,*,78,73,1014.1,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807182000,2008,7,18,2000,240,11,***,246,BKN,*,*,*,7,**,**,**,*,79,73,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807181900,2008,7,18,1900,240,17,***,246,BKN,*,*,*,7,**,**,**,*,79,73,******,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807181800,2008,7,18,1800,210,17,***,98,BKN,*,*,*,7,**,**,**,*,81,73,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807181700,2008,7,18,1700,210,11,***,98,BKN,*,*,*,7,**,**,**,*,81,72,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807181600,2008,7,18,1600,190,17,***,98,BKN,*,*,*,7,**,**,**,*,82,72,******,29.88,******,***,***,*****,*****,*****,*****,**
654720,99999,200807181500,2008,7,18,1500,210,15,***,98,BKN,2,3,*,7.5,**,**,**,*,82,73,1013,29.91,******,***,***,*****,*****,*****,*****,**
654720,99999,200807181400,2008,7,18,1400,210,15,***,98,BKN,*,*,*,7,**,**,**,*,86,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807181300,2008,7,18,1300,200,17,***,14,BKN,*,*,*,7,**,**,**,*,84,72,******,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807181200,2008,7,18,1200,190,11,***,14,BKN,2,3,*,7.5,**,**,**,*,83,72,1014.5,29.94,******,***,***,*****,*****,*****,*****,**
654720,99999,200807181100,2008,7,18,1100,260,14,***,14,BKN,*,*,*,7,**,**,**,*,84,72,******,29.97,******,***,***,*****,*****,*****,*****,**
654720,99999,200807181000,2008,7,18,1000,270,14,***,98,BKN,*,*,*,7,**,**,**,*,82,70,******,29.97,******,***,***,*****,*****,*****,*****,**
